#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	flux_aper_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_lolim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_hilim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_lolim_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_hilim_s)	["erg/s/cm^2"]	[]
usrid	separation	name	ra	dec	flux_aper_m	flux_aper_lolim_m	flux_aper_hilim_m	flux_aper_s	flux_aper_lolim_s	flux_aper_hilim_s
   2330	   109.57	 2CXO J125507.6+564823	 12 55 07.68	+56 48 23.73	2.240e-15	1.465e-15	2.972e-15	1.543e-15	6.173e-16	2.430e-15
   2332	     3.98	 2CXO J182407.0+565101	 18 24 07.06	+56 51 01.48	7.253e-13	6.978e-13	7.528e-13	6.493e-13	6.245e-13	6.740e-13
   2335	     9.36	 2CXO J150940.7+571811	 15 09 40.79	+57 18 11.45	7.194e-14	6.933e-14	7.456e-14	1.084e-13	1.046e-13	1.123e-13
   2340	     4.41	 2CXO J083906.5+575417	 08 39 06.56	+57 54 17.16	1.297e-13	1.215e-13	1.380e-13	1.475e-13	1.388e-13	1.562e-13
   2340	     9.15	 2CXO J083906.7+575422	 08 39 06.79	+57 54 22.62	2.047e-15	8.685e-16	3.164e-15	9.290e-16	1.956e-16	1.614e-15
   2340	    35.67	 2CXO J083909.2+575350	 08 39 09.23	+57 53 50.74	3.493e-15	1.960e-15	4.942e-15	3.243e-15	2.027e-15	4.459e-15
   2340	    68.64	 2CXO J083914.6+575408	 08 39 14.60	+57 54 08.55	4.713e-15	3.049e-15	6.376e-15	3.592e-15	2.052e-15	5.046e-15
   2342	    10.11	 2CXO J103236.1+580033	 10 32 36.18	+58 00 33.86	8.859e-15	7.505e-15	1.021e-14	2.603e-14	2.270e-14	2.916e-14
   2342	    63.49	 2CXO J103240.4+580139	 10 32 40.41	+58 01 39.32	6.735e-16	2.526e-16	1.094e-15	0.000e+00	0.000e+00	1.392e-15
   2342	   108.32	 2CXO J103231.7+575902	 10 32 31.80	+57 59 02.03	2.561e-16	1.164e-17	5.006e-16	7.406e-16	3.526e-17	1.411e-15
   2342	   109.54	 2CXO J103224.6+575950	 10 32 24.61	+57 59 50.36	1.029e-15	4.657e-16	1.593e-15	8.889e-15	6.667e-15	1.111e-14
   2342	   111.20	 2CXO J103250.2+580017	 10 32 50.30	+58 00 17.32	0.000e+00	0.000e+00	2.228e-16	0.000e+00	0.000e+00	3.091e-16
   2349	     1.91	 2CXO J132938.6+582505	 13 29 38.60	+58 25 05.59	2.283e-13	2.232e-13	2.331e-13	4.382e-13	4.314e-13	4.447e-13
   2349	    19.20	 2CXO J132940.2+582453	 13 29 40.23	+58 24 53.85	0.000e+00	0.000e+00	2.337e-16	3.382e-16	6.763e-17	6.087e-16
   2349	    25.19	 2CXO J132939.2+582530	 13 29 39.21	+58 25 30.81	1.388e-15	9.878e-16	1.764e-15	4.519e-15	3.879e-15	5.159e-15
   2349	    32.89	 2CXO J132937.8+582433	 13 29 37.90	+58 24 33.79	0.000e+00	0.000e+00	1.977e-16	5.517e-16	2.951e-16	8.083e-16
   2349	    34.66	 2CXO J132942.6+582514	 13 29 42.67	+58 25 14.74	0.000e+00	0.000e+00	3.531e-16	0.000e+00	0.000e+00	4.852e-16
   2349	    34.84	 2CXO J132938.8+582431	 13 29 38.88	+58 24 31.84	0.000e+00	0.000e+00	1.726e-16	         	         	         
   2349	    61.69	 2CXO J132935.5+582408	 13 29 35.59	+58 24 08.81	0.000e+00	0.000e+00	2.052e-15	0.000e+00	0.000e+00	2.327e-15
   2349	    82.18	 2CXO J132935.8+582626	 13 29 35.86	+58 26 26.21	5.497e-16	2.526e-16	8.468e-16	8.228e-16	5.391e-16	1.107e-15
   2349	    84.23	 2CXO J132938.3+582342	 13 29 38.40	+58 23 42.23	0.000e+00	0.000e+00	1.092e-16	0.000e+00	0.000e+00	7.366e-17
   2349	    89.47	 2CXO J132927.5+582533	 13 29 27.54	+58 25 33.89	4.275e-15	2.545e-15	6.006e-15	1.273e-14	5.820e-15	1.928e-14
   2349	   102.84	 2CXO J132925.5+582526	 13 29 25.55	+58 25 26.78	2.767e-15	1.771e-15	3.764e-15	6.634e-16	1.206e-16	1.206e-15
   2349	   110.31	 2CXO J132937.6+582656	 13 29 37.64	+58 26 56.61	5.808e-16	1.564e-16	1.005e-15	8.010e-16	3.805e-16	1.201e-15
   2369	    28.47	 2CXO J134137.9+601521	 13 41 37.99	+60 15 21.24	6.180e-14	5.550e-14	6.771e-14	1.947e-13	1.776e-13	2.106e-13
   2369	    49.83	 2CXO J134131.1+601617	 13 41 31.14	+60 16 17.10	3.814e-15	2.088e-15	5.539e-15	9.714e-16	0.000e+00	1.897e-15
   2369	    79.65	 2CXO J134128.6+601428	 13 41 28.68	+60 14 28.16	3.051e-15	1.486e-15	4.537e-15	6.776e-15	3.549e-15	1.000e-14
   2371	    67.83	 2CXO J134211.4+602332	 13 42 11.44	+60 23 32.69	1.319e-15	5.198e-16	2.119e-15	2.195e-15	1.097e-15	3.234e-15
   2371	    78.75	 2CXO J134213.2+602142	 13 42 13.29	+60 21 42.97	9.342e-14	8.681e-14	1.000e-13	1.634e-13	1.527e-13	1.741e-13
   2371	   108.01	 2CXO J134215.8+602436	 13 42 15.88	+60 24 36.98	1.410e-15	5.288e-16	2.291e-15	8.844e-16	1.842e-16	1.584e-15
   2371	   116.03	 2CXO J134231.6+602355	 13 42 31.70	+60 23 55.07	1.627e-15	6.974e-16	2.557e-15	         	         	         
   2376	   110.41	 2CXO J193904.0+602558	 19 39 04.02	+60 25 58.45	8.555e-15	6.111e-15	1.100e-14	1.020e-14	7.989e-15	1.241e-14
   2382	     7.00	 2CXO J170441.3+604430	 17 04 41.37	+60 44 30.47	2.147e-13	2.097e-13	2.193e-13	1.212e-13	1.180e-13	1.244e-13
   2382	    22.11	 2CXO J170443.2+604443	 17 04 43.29	+60 44 43.09	         	         	         	4.936e-16	2.897e-16	6.868e-16
   2382	    28.39	 2CXO J170443.7+604448	 17 04 43.79	+60 44 48.21	6.890e-15	6.024e-15	7.755e-15	8.890e-15	8.033e-15	9.748e-15
   2382	    31.31	 2CXO J170443.5+604452	 17 04 43.50	+60 44 52.64	5.329e-15	4.651e-15	6.008e-15	7.469e-15	6.739e-15	8.154e-15
   2382	    32.04	 2CXO J170444.9+604446	 17 04 44.91	+60 44 46.23	1.356e-16	1.232e-17	2.588e-16	0.000e+00	0.000e+00	1.117e-16
   2382	    38.78	 2CXO J170439.8+604348	 17 04 39.81	+60 43 48.01	7.792e-16	4.574e-16	1.084e-15	1.905e-16	6.349e-17	3.104e-16
   2382	    54.42	 2CXO J170444.9+604513	 17 04 44.96	+60 45 13.16	2.252e-15	1.763e-15	2.742e-15	9.309e-16	6.571e-16	1.205e-15
   2382	    64.47	 2CXO J170447.1+604515	 17 04 47.13	+60 45 15.08	5.019e-16	2.377e-16	7.528e-16	6.636e-16	4.203e-16	8.959e-16
   2382	    90.25	 2CXO J170433.0+604528	 17 04 33.07	+60 45 28.05	4.251e-16	2.029e-16	6.377e-16	1.350e-16	2.349e-17	2.407e-16
   2401	     9.60	 2CXO J135933.5+621900	 13 59 33.52	+62 19 00.59	8.317e-14	7.972e-14	8.662e-14	1.076e-13	1.030e-13	1.122e-13
   2413	    17.81	 2CXO J135950.5+623105	 13 59 50.55	+62 31 05.33	1.280e-14	1.156e-14	1.405e-14	2.120e-14	1.989e-14	2.251e-14
   2413	    22.78	2CXO J135950.8+623100X	 13 59 50.81	+62 31 00.22	         	         	         	         	         	         
   2413	    24.12	 2CXO J135949.7+623054	 13 59 49.79	+62 30 54.80	0.000e+00	0.000e+00	2.528e-16	0.000e+00	0.000e+00	1.883e-16
   2413	    41.89	 2CXO J135942.7+623110	 13 59 42.74	+62 31 10.28	2.582e-16	8.903e-17	4.273e-16	7.300e-16	4.911e-16	9.689e-16
   2413	    72.29	 2CXO J135938.9+623143	 13 59 38.93	+62 31 43.36	3.298e-16	1.137e-16	5.460e-16	         	         	         
   2413	    78.13	 2CXO J135946.5+623000	 13 59 46.55	+62 30 00.99	2.254e-16	7.998e-17	3.635e-16	1.224e-16	2.040e-17	2.193e-16
   2413	    96.16	 2CXO J135936.8+623027	 13 59 36.83	+62 30 27.69	8.791e-16	5.754e-16	1.167e-15	2.678e-16	1.339e-16	4.017e-16
   2413	    99.30	 2CXO J135934.4+623130	 13 59 34.46	+62 31 30.22	2.406e-15	1.945e-15	2.868e-15	1.656e-15	1.321e-15	1.992e-15
   2413	   100.60	 2CXO J135958.1+623234	 13 59 58.14	+62 32 34.18	2.084e-16	3.473e-17	3.820e-16	1.184e-16	1.076e-17	2.207e-16
   2413	   101.87	 2CXO J135949.0+623259	 13 59 49.03	+62 32 59.53	2.648e-16	1.076e-16	4.220e-16	1.021e-16	4.861e-18	1.993e-16
   2413	   107.67	 2CXO J135935.7+623018	 13 59 35.73	+62 30 18.25	6.244e-16	3.485e-16	8.858e-16	1.479e-16	3.697e-17	2.588e-16
   2413	   116.09	 2CXO J135936.4+623236	 13 59 36.42	+62 32 36.85	4.618e-16	2.122e-16	6.989e-16	4.011e-16	2.106e-16	5.916e-16
   2418	    15.94	 2CXO J163542.7+623556	 16 35 42.78	+62 35 56.12	5.124e-14	4.352e-14	5.895e-14	1.237e-13	1.020e-13	1.455e-13
   2429	    18.43	 2CXO J144944.0+630655	 14 49 44.08	+63 06 55.17	3.480e-14	3.245e-14	3.714e-14	1.334e-13	1.227e-13	1.441e-13
   2429	    43.01	 2CXO J144938.2+630608	 14 49 38.27	+63 06 08.15	2.335e-15	1.648e-15	3.022e-15	0.000e+00	0.000e+00	1.076e-15
   2429	   116.85	 2CXO J144955.4+630757	 14 49 55.42	+63 07 57.55	3.063e-15	2.297e-15	3.828e-15	5.018e-15	2.325e-15	7.588e-15
   2430	     6.26	2CXO J123659.2+631116X	 12 36 59.24	+63 11 16.20	         	         	         	         	         	         
   2430	    41.81	 2CXO J123656.2+631149	 12 36 56.24	+63 11 49.74	9.342e-16	3.503e-16	1.518e-15	3.630e-15	1.659e-15	5.497e-15
   2430	    52.38	 2CXO J123704.6+631144	 12 37 04.64	+63 11 44.62	4.096e-15	2.973e-15	5.153e-15	2.157e-14	1.556e-14	2.758e-14
   2430	    56.92	 2CXO J123650.4+631123	 12 36 50.45	+63 11 23.58	3.926e-15	2.814e-15	5.039e-15	1.123e-15	3.611e-16	1.846e-15
   2430	    62.46	 2CXO J123657.1+631212	 12 36 57.15	+63 12 12.90	1.060e-15	6.222e-16	1.498e-15	6.307e-16	2.769e-16	9.691e-16
   2430	    90.39	 2CXO J123645.4+631125	 12 36 45.47	+63 11 25.42	1.038e-15	4.885e-16	1.588e-15	4.140e-16	0.000e+00	8.082e-16
   2434	    45.04	 2CXO J123715.3+631737	 12 37 15.37	+63 17 37.50	6.048e-15	4.984e-15	7.045e-15	6.937e-15	5.499e-15	8.375e-15
   2434	    70.01	 2CXO J123720.1+631547	 12 37 20.14	+63 15 47.82	1.227e-14	1.051e-14	1.404e-14	1.087e-14	8.961e-15	1.277e-14
   2434	   112.16	 2CXO J123731.9+631613	 12 37 31.92	+63 16 13.87	3.805e-16	7.611e-17	6.850e-16	0.000e+00	0.000e+00	3.116e-16
   2434	   112.30	 2CXO J123716.1+631500	 12 37 16.16	+63 15 00.63	8.058e-16	3.555e-16	1.256e-15	6.011e-16	1.443e-16	1.058e-15
   2434	   118.56	 2CXO J123700.5+631745	 12 37 00.58	+63 17 45.62	2.700e-15	2.025e-15	3.375e-15	1.222e-15	6.693e-16	1.746e-15
   2460	     3.16	 2CXO J173504.7+640606	 17 35 04.78	+64 06 06.44	5.156e-15	3.976e-15	6.274e-15	7.912e-15	6.294e-15	9.441e-15
   2460	     4.71	2CXO J173505.2+640604X	 17 35 05.28	+64 06 04.65	         	         	         	         	         	         
   2460	    39.44	 2CXO J173503.4+640524	 17 35 03.48	+64 05 24.79	3.297e-15	2.498e-15	4.096e-15	1.766e-15	1.067e-15	2.465e-15
   2460	    85.05	 2CXO J173517.1+640542	 17 35 17.14	+64 05 42.02	4.471e-16	1.073e-16	7.869e-16	1.140e-15	2.630e-16	2.016e-15
   2467	     3.86	2CXO J182156.4+642042X	 18 21 56.42	+64 20 42.77	         	         	         	         	         	         
   2467	     9.27	 2CXO J182157.2+642036	 18 21 57.24	+64 20 36.22	3.012e-13	2.940e-13	3.085e-13	3.930e-13	3.850e-13	4.009e-13
   2467	    74.88	 2CXO J182152.1+642153	 18 21 52.12	+64 21 53.41	1.436e-16	0.000e+00	2.998e-16	1.106e-15	7.947e-16	1.399e-15
   2467	    90.19	 2CXO J182154.4+641916	 18 21 54.42	+64 19 16.45	2.462e-15	1.991e-15	2.932e-15	3.621e-15	3.058e-15	4.151e-15
   2467	    93.35	 2CXO J182145.4+641949	 18 21 45.40	+64 19 49.04	3.604e-16	1.126e-16	5.969e-16	1.734e-16	1.334e-17	3.335e-16
   2467	    98.92	 2CXO J182212.0+642037	 18 22 12.07	+64 20 37.85	9.709e-15	8.818e-15	1.060e-14	4.606e-15	4.051e-15	5.161e-15
   2467	   104.30	 2CXO J182212.8+642053	 18 22 12.89	+64 20 53.41	0.000e+00	0.000e+00	1.197e-16	1.717e-16	3.271e-17	3.107e-16
   2467	   104.47	 2CXO J182210.4+642141	 18 22 10.44	+64 21 41.44	3.133e-16	5.772e-17	5.690e-16	1.052e-16	0.000e+00	2.159e-16
   2467	   114.79	 2CXO J182140.1+642007	 18 21 40.16	+64 20 07.96	8.124e-16	5.624e-16	1.050e-15	4.632e-16	2.741e-16	6.522e-16
   2472	   104.99	 2CXO J182048.1+642725	 18 20 48.19	+64 27 25.54	2.199e-15	1.691e-15	2.678e-15	2.286e-15	1.484e-15	3.048e-15
   2495	     3.67	 2CXO J182446.3+650924	 18 24 46.39	+65 09 24.73	1.520e-13	1.415e-13	1.626e-13	2.029e-13	1.918e-13	2.140e-13
   2495	    47.78	 2CXO J182452.5+650957	 18 24 52.53	+65 09 57.04	         	         	         	6.204e-16	3.649e-17	1.204e-15
   2495	    54.33	 2CXO J182439.8+650853	 18 24 39.86	+65 08 53.81	4.639e-15	2.552e-15	6.611e-15	2.451e-15	1.193e-15	3.644e-15
   2495	   116.96	 2CXO J182431.2+650821	 18 24 31.30	+65 08 21.90	6.830e-16	0.000e+00	1.330e-15	2.124e-15	8.366e-16	3.411e-15
   2498	    11.67	 2CXO J073621.2+651315	 07 36 21.30	+65 13 15.36	5.260e-14	4.793e-14	5.727e-14	7.190e-14	6.511e-14	7.869e-14
   2509	    11.29	 2CXO J073625.5+653539	 07 36 25.55	+65 35 39.89	2.414e-13	2.356e-13	2.471e-13	1.791e-13	1.735e-13	1.843e-13
   2509	    36.64	 2CXO J073631.3+653537	 07 36 31.35	+65 35 37.96	         	         	         	         	         	         
   2509	    52.90	 2CXO J073626.7+653621	 07 36 26.71	+65 36 21.08	0.000e+00	0.000e+00	3.470e-16	0.000e+00	0.000e+00	5.322e-16
   2509	    54.72	 2CXO J073632.9+653457	 07 36 32.94	+65 34 57.94	0.000e+00	0.000e+00	2.205e-16	0.000e+00	0.000e+00	1.394e-16
   2509	    55.69	 2CXO J073632.5+653452	 07 36 32.53	+65 34 52.94	5.299e-16	3.312e-16	7.191e-16	5.806e-16	3.871e-16	7.645e-16
   2509	    73.64	 2CXO J073635.6+653608	 07 36 35.63	+65 36 08.39	1.547e-15	1.212e-15	1.861e-15	1.691e-15	1.353e-15	2.008e-15
   2509	    96.87	 2CXO J073640.0+653605	 07 36 40.08	+65 36 05.62	3.960e-17	0.000e+00	8.620e-17	5.015e-16	3.173e-16	6.857e-16
   2510	    19.36	 2CXO J114126.5+653621	 11 41 26.55	+65 36 21.62	6.568e-14	6.239e-14	6.898e-14	8.825e-14	8.381e-14	9.269e-14
   2510	    90.80	 2CXO J114142.9+653655	 11 41 42.99	+65 36 55.31	2.651e-15	1.657e-15	3.590e-15	2.334e-15	7.781e-16	3.891e-15
   2514	     2.21	 2CXO J073700.4+653951	 07 37 00.46	+65 39 51.32	4.325e-16	2.368e-16	6.178e-16	2.865e-16	1.361e-16	4.369e-16
   2514	    14.41	 2CXO J073701.1+653939	 07 37 01.19	+65 39 39.65	4.331e-16	2.829e-16	5.834e-16	2.611e-16	1.154e-16	4.007e-16
   2514	    16.22	 2CXO J073659.6+653936	 07 36 59.62	+65 39 36.73	9.870e-16	6.193e-16	1.335e-15	         	         	         
   2514	    21.97	 2CXO J073702.3+653935	 07 37 02.31	+65 39 35.08	5.381e-14	5.109e-14	5.637e-14	4.249e-14	3.994e-14	4.503e-14
   2514	    22.73	 2CXO J073657.6+654009	 07 36 57.69	+65 40 09.40	1.126e-16	1.407e-17	2.111e-16	1.662e-16	3.693e-17	2.954e-16
   2514	    42.70	 2CXO J073654.3+654015	 07 36 54.37	+65 40 15.84	1.147e-15	7.169e-16	1.577e-15	0.000e+00	0.000e+00	2.715e-16
   2514	    56.16	 2CXO J073707.5+653919	 07 37 07.54	+65 39 19.80	2.852e-16	1.763e-16	3.941e-16	2.056e-15	1.772e-15	2.321e-15
   2514	    86.05	 2CXO J073701.9+653827	 07 37 01.97	+65 38 27.28	0.000e+00	0.000e+00	5.901e-17	         	         	         
   2514	   104.61	 2CXO J073648.4+654108	 07 36 48.50	+65 41 08.39	2.231e-15	1.609e-15	2.816e-15	0.000e+00	0.000e+00	5.328e-16
   2515	     6.77	 2CXO J073509.1+654024	 07 35 09.14	+65 40 24.85	1.062e-13	1.024e-13	1.100e-13	4.236e-13	4.164e-13	4.308e-13
   2515	    59.83	 2CXO J073517.0+653952	 07 35 17.08	+65 39 52.78	2.352e-15	1.470e-15	3.185e-15	2.364e-15	1.530e-15	3.152e-15
   2521	     8.00	 2CXO J113957.0+654749	 11 39 57.04	+65 47 49.38	1.849e-13	1.805e-13	1.893e-13	1.822e-13	1.785e-13	1.859e-13
   2521	    12.17	 2CXO J113959.4+654743	 11 39 59.48	+65 47 43.59	2.008e-15	1.542e-15	2.473e-15	4.232e-15	3.660e-15	4.803e-15
   2521	    27.96	 2CXO J113956.3+654818	 11 39 56.36	+65 48 18.43	7.166e-16	4.206e-16	9.970e-16	2.223e-16	9.030e-17	3.542e-16
   2521	    35.73	 2CXO J113952.5+654759	 11 39 52.51	+65 47 59.75	7.504e-16	4.264e-16	1.057e-15	3.622e-16	1.716e-16	5.433e-16
   2521	    98.78	 2CXO J113944.2+654704	 11 39 44.21	+65 47 04.49	3.097e-16	1.126e-16	5.068e-16	1.422e-16	2.962e-17	2.488e-16
   2521	   105.75	 2CXO J114004.9+654930	 11 40 04.94	+65 49 30.24	5.821e-16	3.249e-16	8.393e-16	3.030e-16	1.476e-16	4.506e-16
   2521	   114.20	 2CXO J114008.3+654617	 11 40 08.36	+65 46 17.30	6.306e-15	5.459e-15	7.103e-15	3.942e-15	3.365e-15	4.487e-15
   2523	    15.23	2CXO J083055.0+655119X	 08 30 55.07	+65 51 19.13	         	         	         	         	         	         
   2523	   117.07	 2CXO J083102.2+655307	 08 31 02.27	+65 53 07.68	8.873e-16	6.622e-16	1.112e-15	6.429e-16	4.080e-16	8.778e-16
   2523	   117.76	 2CXO J083051.9+654921	 08 30 51.91	+65 49 21.66	2.355e-15	1.989e-15	2.722e-15	4.224e-15	3.561e-15	4.848e-15
   2528	    11.15	 2CXO J082841.2+660225	 08 28 41.27	+66 02 25.30	4.977e-14	4.036e-14	5.866e-14	3.010e-13	2.634e-13	3.387e-13
   2531	     7.19	 2CXO J214255.8+660542	 21 42 55.88	+66 05 42.83	9.213e-16	4.065e-16	1.409e-15	6.382e-16	2.816e-16	9.949e-16
   2531	    11.82	 2CXO J214258.2+660539	 21 42 58.27	+66 05 39.96	0.000e+00	0.000e+00	2.892e-16	4.969e-16	1.958e-16	7.981e-16
   2531	    14.82	 2CXO J214256.2+660602	 21 42 56.29	+66 06 02.06	4.389e-15	3.389e-15	5.389e-15	6.775e-15	5.540e-15	7.941e-15
   2531	    22.37	 2CXO J214258.4+660527	 21 42 58.43	+66 05 27.55	2.677e-15	1.879e-15	3.475e-15	2.511e-15	1.811e-15	3.210e-15
   2531	    25.36	2CXO J214258.6+660610X	 21 42 58.64	+66 06 10.25	         	         	         	         	         	         
   2531	    25.39	 2CXO J214258.6+660610	 21 42 58.62	+66 06 10.32	2.089e-14	1.851e-14	2.327e-14	2.549e-14	2.331e-14	2.767e-14
   2531	    25.88	 2CXO J214258.8+660610	 21 42 58.84	+66 06 10.19	2.001e-14	1.760e-14	2.241e-14	1.320e-14	1.152e-14	1.488e-14
   2531	    26.94	 2CXO J214254.8+660611	 21 42 54.83	+66 06 11.75	3.612e-16	0.000e+00	7.224e-16	1.763e-15	1.106e-15	2.419e-15
   2531	    28.30	 2CXO J214254.8+660613	 21 42 54.84	+66 06 13.27	8.052e-16	2.768e-16	1.334e-15	1.031e-15	4.760e-16	1.587e-15
   2531	    38.75	 2CXO J214250.9+660603	 21 42 50.97	+66 06 03.56	2.627e-15	1.870e-15	3.384e-15	4.055e-15	3.101e-15	4.950e-15
   2531	    41.96	 2CXO J214249.9+660542	 21 42 49.92	+66 05 42.50	         	         	         	1.003e-15	5.335e-16	1.472e-15
   2531	    44.51	 2CXO J214254.9+660630	 21 42 54.94	+66 06 30.63	0.000e+00	0.000e+00	4.425e-16	1.079e-15	5.811e-16	1.550e-15
   2531	    46.01	 2CXO J214303.4+660526	 21 43 03.50	+66 05 26.35	7.255e-16	3.201e-16	1.131e-15	0.000e+00	0.000e+00	2.741e-16
   2531	    47.31	 2CXO J214257.2+660634	 21 42 57.22	+66 06 34.77	4.727e-16	1.125e-16	8.328e-16	1.178e-15	6.608e-16	1.666e-15
   2531	    49.10	 2CXO J214254.7+660635	 21 42 54.78	+66 06 35.13	3.225e-15	2.280e-15	4.115e-15	7.869e-16	3.828e-16	1.170e-15
   2531	    49.84	 2CXO J214256.7+660637	 21 42 56.80	+66 06 37.38	3.652e-15	2.651e-15	4.594e-15	2.405e-15	1.696e-15	3.076e-15
   2531	    50.75	 2CXO J214258.7+660636	 21 42 58.78	+66 06 36.81	2.113e-15	1.395e-15	2.832e-15	1.898e-15	1.265e-15	2.495e-15
   2531	    54.60	 2CXO J214251.9+660633	 21 42 51.98	+66 06 33.70	5.172e-16	1.778e-16	8.405e-16	9.572e-16	5.154e-16	1.399e-15
   2531	    57.78	 2CXO J214255.7+660644	 21 42 55.73	+66 06 44.97	5.412e-16	1.299e-16	9.308e-16	7.766e-16	3.426e-16	1.211e-15
   2531	    58.22	 2CXO J214300.0+660642	 21 43 00.02	+66 06 42.33	4.932e-16	1.644e-16	8.219e-16	4.549e-16	1.614e-16	7.337e-16
   2531	    62.03	 2CXO J214250.2+660635	 21 42 50.22	+66 06 35.08	6.013e-15	4.838e-15	7.188e-15	5.763e-15	4.652e-15	6.804e-15
   2531	    65.11	 2CXO J214301.9+660644	 21 43 01.91	+66 06 44.69	3.615e-15	2.711e-15	4.519e-15	4.025e-15	3.180e-15	4.870e-15
   2531	    65.35	 2CXO J214246.1+660556	 21 42 46.12	+66 05 56.33	1.704e-15	1.056e-15	2.351e-15	1.930e-15	1.298e-15	2.562e-15
   2531	    65.58	 2CXO J214245.9+660549	 21 42 45.99	+66 05 49.40	6.074e-16	1.869e-16	1.005e-15	         	         	         
   2531	    69.20	 2CXO J214305.8+660629	 21 43 05.82	+66 06 29.61	0.000e+00	0.000e+00	3.113e-16	5.193e-16	1.947e-16	8.438e-16
   2531	    70.55	 2CXO J214259.7+660655	 21 42 59.79	+66 06 55.68	1.515e-15	8.659e-16	2.129e-15	0.000e+00	0.000e+00	5.024e-16
   2531	    73.11	 2CXO J214246.1+660513	 21 42 46.11	+66 05 13.81	4.159e-16	1.095e-16	7.224e-16	7.363e-15	6.136e-15	8.590e-15
   2531	    73.93	 2CXO J214255.2+660434	 21 42 55.25	+66 04 34.20	         	         	         	         	         	         
   2531	    74.16	 2CXO J214252.6+660657	 21 42 52.66	+66 06 57.37	1.187e-15	6.266e-16	1.715e-15	7.754e-16	3.579e-16	1.173e-15
   2531	    75.95	 2CXO J214259.6+660433	 21 42 59.66	+66 04 33.64	6.093e-15	4.756e-15	7.356e-15	1.871e-15	1.247e-15	2.460e-15
   2531	    77.08	 2CXO J214247.1+660457	 21 42 47.11	+66 04 57.68	8.722e-15	7.289e-15	1.007e-14	1.011e-14	8.749e-15	1.148e-14
   2531	    78.38	 2CXO J214302.9+660656	 21 43 02.98	+66 06 56.27	8.787e-16	4.281e-16	1.307e-15	         	         	         
   2531	    82.68	 2CXO J214305.0+660653	 21 43 05.02	+66 06 53.34	4.951e-15	3.925e-15	5.978e-15	1.541e-15	1.010e-15	2.071e-15
   2531	    84.60	 2CXO J214247.9+660652	 21 42 47.94	+66 06 52.93	8.981e-15	7.526e-15	1.044e-14	5.343e-15	4.287e-15	6.337e-15
   2531	    86.82	 2CXO J214301.7+660708	 21 43 01.73	+66 07 09.00	7.822e-16	3.259e-16	1.217e-15	7.922e-16	3.521e-16	1.210e-15
   2531	    87.27	 2CXO J214257.4+660714	 21 42 57.40	+66 07 14.73	8.239e-16	3.635e-16	1.284e-15	3.393e-16	8.143e-17	5.971e-16
   2531	    91.56	 2CXO J214254.9+660416	 21 42 54.96	+66 04 16.65	5.440e-16	1.088e-16	9.792e-16	         	         	         
   2531	    91.67	 2CXO J214307.1+660653	 21 43 07.17	+66 06 53.98	1.335e-15	7.188e-16	1.917e-15	         	         	         
