#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	flux_aper_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_lolim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_hilim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_lolim_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_hilim_s)	["erg/s/cm^2"]	[]
usrid	separation	name	ra	dec	flux_aper_m	flux_aper_lolim_m	flux_aper_hilim_m	flux_aper_s	flux_aper_lolim_s	flux_aper_hilim_s
    137	   108.45	 2CXO J051945.9-454502	 05 19 45.97	-45 45 02.10	1.366e-15	1.086e-15	1.646e-15	1.933e-15	1.618e-15	2.227e-15
    138	     6.42	 2CXO J052049.3-454130	 05 20 49.36	-45 41 30.24	2.159e-13	2.100e-13	2.219e-13	5.236e-13	5.127e-13	5.345e-13
    138	   105.56	 2CXO J052058.9-454140	 05 20 59.00	-45 41 40.96	4.928e-15	3.628e-15	6.160e-15	1.941e-14	1.646e-14	2.236e-14
    139	     5.24	2CXO J051016.4-451913X	 05 10 16.50	-45 19 13.08	         	         	         	         	         	         
    139	    83.33	 2CXO J051014.3-452032	 05 10 14.40	-45 20 32.88	4.741e-15	3.189e-15	6.293e-15	1.230e-14	7.530e-15	1.707e-14
    142	    32.60	 2CXO J034814.0-451507	 03 48 14.04	-45 15 07.74	1.106e-15	2.552e-16	1.956e-15	1.180e-15	1.073e-16	2.252e-15
    142	    61.51	 2CXO J034816.6-451453	 03 48 16.64	-45 14 53.82	0.000e+00	0.000e+00	9.239e-16	8.619e-15	3.940e-15	1.305e-14
    142	    65.60	2CXO J034817.1-451459X	 03 48 17.12	-45 14 59.19	         	         	         	         	         	         
    142	   116.86	 2CXO J034813.8-451659	 03 48 13.90	-45 16 59.59	0.000e+00	0.000e+00	7.712e-16	         	         	         
    149	    18.39	2CXO J143240.8-441028X	 14 32 40.89	-44 10 28.24	         	         	         	         	         	         
    149	    34.57	 2CXO J143241.3-441009	 14 32 41.34	-44 10 09.13	3.374e-15	1.644e-15	5.018e-15	6.069e-16	0.000e+00	1.214e-15
    149	    54.22	 2CXO J143246.1-441112	 14 32 46.16	-44 11 12.02	3.190e-15	1.552e-15	4.742e-15	5.167e-16	0.000e+00	1.033e-15
    149	    57.08	 2CXO J143237.2-441015	 14 32 37.25	-44 10 15.56	         	         	         	2.755e-15	1.340e-15	4.170e-15
    149	    64.23	 2CXO J143242.2-440939	 14 32 42.27	-44 09 39.08	1.768e-13	1.652e-13	1.878e-13	1.192e-13	1.108e-13	1.275e-13
    149	    71.34	 2CXO J143239.2-441148	 14 32 39.23	-44 11 48.52	3.524e-15	1.905e-15	5.143e-15	1.036e-15	2.591e-16	1.814e-15
    149	    76.46	 2CXO J143237.5-440942	 14 32 37.55	-44 09 42.63	9.011e-16	0.000e+00	1.802e-15	         	         	         
    149	   104.09	 2CXO J143237.8-440908	 14 32 37.86	-44 09 08.53	2.124e-15	8.852e-16	3.305e-15	2.090e-15	9.057e-16	3.274e-15
    149	   104.19	 2CXO J143241.9-441227	 14 32 41.97	-44 12 27.37	2.535e-15	1.127e-15	3.944e-15	4.122e-15	2.543e-15	5.700e-15
    157	     9.37	 2CXO J231041.7-434734	 23 10 41.76	-43 47 34.20	         	         	         	6.849e-13	6.743e-13	6.948e-13
    157	    12.94	 2CXO J231043.6-434741	 23 10 43.61	-43 47 41.99	5.498e-16	0.000e+00	1.067e-15	2.048e-15	9.699e-16	3.071e-15
    163	     7.95	2CXO J231358.1-424343X	 23 13 58.18	-42 43 43.83	         	         	         	         	         	         
    163	   100.72	 2CXO J231404.8-424503	 23 14 04.88	-42 45 03.21	5.685e-16	3.101e-16	8.140e-16	0.000e+00	0.000e+00	2.642e-16
    165	   102.36	 2CXO J231849.3-423029	 23 18 49.40	-42 30 29.09	0.000e+00	0.000e+00	6.537e-16	0.000e+00	0.000e+00	5.592e-16
    166	    11.85	 2CXO J231827.2-422226	 23 18 27.30	-42 22 26.60	7.880e-16	2.702e-16	1.283e-15	8.156e-16	3.375e-16	1.294e-15
    166	    24.86	 2CXO J231824.6-422247	 23 18 24.67	-42 22 47.32	2.917e-15	1.419e-15	4.337e-15	1.067e-15	4.001e-16	1.734e-15
    166	    40.62	 2CXO J231823.6-422213	 23 18 23.63	-42 22 13.79	3.140e-14	2.687e-14	3.593e-14	2.944e-14	2.559e-14	3.307e-14
    166	    45.53	 2CXO J231825.6-422152	 23 18 25.67	-42 21 52.18	3.329e-15	2.261e-15	4.397e-15	2.352e-15	1.553e-15	3.106e-15
    166	    45.99	2CXO J231823.2-422210X	 23 18 23.26	-42 22 10.30	         	         	         	         	         	         
    166	    47.46	 2CXO J231825.0-422320	 23 18 25.09	-42 23 20.34	1.459e-15	6.734e-16	2.245e-15	9.739e-16	4.626e-16	1.485e-15
    166	    59.67	 2CXO J231822.9-422153	 23 18 22.98	-42 21 53.02	2.080e-15	1.182e-15	2.979e-15	2.508e-15	1.658e-15	3.358e-15
    166	    73.17	 2CXO J231828.2-422347	 23 18 28.27	-42 23 47.33	1.069e-15	4.045e-16	1.734e-15	1.148e-15	5.871e-16	1.681e-15
    166	    75.42	 2CXO J231833.0-422302	 23 18 33.06	-42 23 02.67	         	         	         	         	         	         
    166	    82.15	 2CXO J231827.2-422114	 23 18 27.30	-42 21 14.43	1.923e-15	7.692e-16	3.022e-15	         	         	         
    166	    82.20	 2CXO J231831.8-422137	 23 18 31.87	-42 21 37.53	0.000e+00	0.000e+00	7.532e-16	         	         	         
    166	    82.88	 2CXO J231822.2-422129	 23 18 22.28	-42 21 29.28	1.425e-15	6.374e-16	2.212e-15	0.000e+00	0.000e+00	3.295e-16
    166	    84.43	 2CXO J231823.9-422355	 23 18 23.94	-42 23 55.07	3.163e-15	1.740e-15	4.507e-15	9.795e-15	7.618e-15	1.185e-14
    166	    99.70	 2CXO J231822.3-422108	 23 18 22.34	-42 21 08.96	6.669e-16	9.094e-17	1.243e-15	5.546e-16	2.033e-16	9.058e-16
    166	   115.15	 2CXO J231817.5-422141	 23 18 17.56	-42 21 41.17	1.295e-15	3.108e-16	2.227e-15	         	         	         
    167	    11.57	 2CXO J231905.9-420648	 23 19 05.90	-42 06 48.45	2.373e-13	2.297e-13	2.450e-13	5.562e-13	5.391e-13	5.734e-13
    167	    62.49	 2CXO J231909.0-420559	 23 19 09.09	-42 05 59.87	0.000e+00	0.000e+00	9.511e-16	0.000e+00	0.000e+00	5.796e-16
    167	    72.10	 2CXO J231903.7-420800	 23 19 03.76	-42 08 00.71	1.567e-15	8.228e-16	2.312e-15	0.000e+00	0.000e+00	5.773e-16
    167	    79.28	 2CXO J231906.6-420536	 23 19 06.66	-42 05 36.99	1.475e-15	6.476e-16	2.303e-15	7.691e-15	5.356e-15	1.003e-14
    167	   106.65	 2CXO J231914.3-420553	 23 19 14.39	-42 05 53.03	6.514e-15	5.118e-15	7.910e-15	2.048e-14	1.629e-14	2.443e-14
    172	     8.55	 2CXO J000552.6-414511	 00 05 52.64	-41 45 11.78	8.896e-14	8.021e-14	9.770e-14	7.907e-13	7.669e-13	8.145e-13
    176	    16.56	 2CXO J140318.8-412231	 14 03 18.83	-41 22 31.31	         	         	         	         	         	         
    176	    17.55	 2CXO J140319.6-412258	 14 03 19.62	-41 22 58.71	3.242e-13	3.114e-13	3.371e-13	6.817e-13	6.627e-13	7.007e-13
    176	    20.18	 2CXO J140321.7-412243	 14 03 21.76	-41 22 43.29	         	         	         	0.000e+00	0.000e+00	1.075e-15
    176	    20.36	 2CXO J140318.6-412254	 14 03 18.61	-41 22 54.94	5.557e-16	3.355e-16	7.653e-16	4.548e-16	2.175e-16	6.822e-16
    176	    21.52	 2CXO J140318.1-412249	 14 03 18.19	-41 22 49.38	0.000e+00	0.000e+00	6.973e-16	0.000e+00	0.000e+00	5.793e-16
    176	    21.67	 2CXO J140318.0-412242	 14 03 18.06	-41 22 42.92	5.329e-16	9.516e-17	9.706e-16	1.444e-15	8.062e-16	2.083e-15
    176	    22.04	 2CXO J140318.4-412254	 14 03 18.42	-41 22 54.99	3.293e-15	2.513e-15	4.073e-15	2.210e-15	1.535e-15	2.854e-15
    176	    56.18	 2CXO J140317.3-412154	 14 03 17.31	-41 21 54.14	4.527e-16	1.235e-16	7.683e-16	1.356e-15	8.478e-16	1.865e-15
    176	    69.66	 2CXO J140323.3-412340	 14 03 23.34	-41 23 40.12	9.246e-16	3.281e-16	1.491e-15	9.122e-16	3.237e-16	1.501e-15
    176	    96.37	 2CXO J140311.4-412232	 14 03 11.46	-41 22 32.36	4.126e-15	2.823e-15	5.357e-15	2.794e-15	1.879e-15	3.657e-15
    176	   101.03	 2CXO J140328.9-412250	 14 03 28.92	-41 22 50.06	1.844e-14	1.383e-14	2.305e-14	8.636e-15	5.757e-15	1.135e-14
    199	     8.58	 2CXO J011127.6-380500	 01 11 27.63	-38 05 00.47	7.074e-14	6.430e-14	7.678e-14	1.930e-13	1.836e-13	2.024e-13
    199	   112.26	 2CXO J011128.7-380700	 01 11 28.78	-38 07 00.28	1.200e-15	2.856e-16	2.114e-15	1.569e-15	6.924e-16	2.446e-15
    208	    15.54	 2CXO J190201.9-370743	 19 02 01.96	-37 07 43.49	2.336e-13	2.242e-13	2.430e-13	7.387e-13	7.185e-13	7.590e-13
    212	    30.20	 2CXO J190140.8-365233	 19 01 40.80	-36 52 33.91	3.410e-13	3.328e-13	3.492e-13	3.201e-13	3.119e-13	3.282e-13
    212	    38.73	 2CXO J190139.1-365329	 19 01 39.14	-36 53 29.51	1.304e-13	1.254e-13	1.355e-13	2.885e-13	2.802e-13	2.969e-13
    212	    71.49	 2CXO J190140.3-365142	 19 01 40.39	-36 51 42.44	6.247e-15	5.317e-15	7.176e-15	0.000e+00	0.000e+00	4.223e-16
    212	   105.44	 2CXO J190147.0-365326	 19 01 47.02	-36 53 26.30	0.000e+00	0.000e+00	2.804e-16	         	         	         
    218	     6.86	 2CXO J225710.0-362728	 22 57 10.03	-36 27 28.57	2.877e-16	1.247e-16	4.411e-16	3.678e-16	2.014e-16	5.341e-16
    218	     7.52	 2CXO J225710.3-362728	 22 57 10.35	-36 27 28.84	5.767e-16	3.295e-16	8.121e-16	3.170e-16	1.457e-16	4.798e-16
    218	     8.35	 2CXO J225709.3-362737	 22 57 09.37	-36 27 37.16	3.805e-16	1.951e-16	5.658e-16	2.090e-16	6.485e-17	3.531e-16
    218	     8.54	 2CXO J225710.3-362743	 22 57 10.35	-36 27 43.14	3.223e-15	2.642e-15	3.803e-15	3.425e-15	2.844e-15	3.972e-15
    218	    11.00	 2CXO J225710.6-362744	 22 57 10.61	-36 27 44.12	1.689e-13	1.648e-13	1.727e-13	1.363e-13	1.332e-13	1.393e-13
    218	    12.46	2CXO J225710.7-362744X	 22 57 10.76	-36 27 44.50	         	         	         	         	         	         
    218	    13.62	 2CXO J225710.8-362744	 22 57 10.87	-36 27 44.76	3.626e-15	3.015e-15	4.237e-15	4.181e-15	3.560e-15	4.766e-15
    218	    14.82	 2CXO J225710.1-362750	 22 57 10.12	-36 27 50.22	1.094e-15	7.423e-16	1.426e-15	7.843e-16	4.774e-16	1.091e-15
    218	    18.50	 2CXO J225710.2-362753	 22 57 10.28	-36 27 53.71	1.388e-15	1.041e-15	1.735e-15	1.254e-15	9.304e-16	1.578e-15
    218	    23.37	 2CXO J225710.9-362714	 22 57 10.95	-36 27 14.74	5.951e-16	3.613e-16	8.289e-16	8.325e-16	5.885e-16	1.076e-15
    218	    26.40	 2CXO J225709.8-362801	 22 57 09.85	-36 28 01.72	4.467e-16	2.397e-16	6.537e-16	5.565e-16	3.450e-16	7.569e-16
    218	    28.27	 2CXO J225708.8-362759	 22 57 08.81	-36 27 59.42	6.172e-16	3.779e-16	8.565e-16	6.443e-16	4.123e-16	8.762e-16
    218	    29.33	 2CXO J225712.4-362739	 22 57 12.45	-36 27 39.85	7.133e-16	4.423e-16	9.701e-16	6.523e-16	4.228e-16	8.697e-16
    218	    29.52	 2CXO J225707.9-362751	 22 57 07.99	-36 27 51.31	9.515e-16	6.343e-16	1.269e-15	6.414e-16	4.157e-16	8.553e-16
    218	    30.85	 2CXO J225708.9-362803	 22 57 08.92	-36 28 03.08	4.516e-16	2.313e-16	6.610e-16	4.247e-16	2.370e-16	6.024e-16
    218	    31.96	 2CXO J225712.3-362719	 22 57 12.36	-36 27 19.77	4.787e-16	2.452e-16	7.006e-16	3.294e-16	1.532e-16	5.055e-16
    218	    35.55	 2CXO J225712.9-362739	 22 57 12.98	-36 27 39.40	1.935e-15	1.473e-15	2.368e-15	8.979e-16	6.435e-16	1.152e-15
    218	    35.89	 2CXO J225707.1-362742	 22 57 07.13	-36 27 42.53	2.354e-16	8.354e-17	3.797e-16	4.673e-16	2.700e-16	6.542e-16
    218	    36.75	 2CXO J225712.0-362708	 22 57 12.10	-36 27 08.20	4.213e-16	2.260e-16	6.165e-16	4.316e-16	2.493e-16	6.138e-16
    218	    38.21	 2CXO J225708.3-362808	 22 57 08.40	-36 28 08.04	7.941e-16	5.138e-16	1.074e-15	8.171e-16	5.590e-16	1.061e-15
    218	    38.78	 2CXO J225712.4-362801	 22 57 12.41	-36 28 01.72	6.916e-16	4.339e-16	9.357e-16	7.422e-16	4.948e-16	9.758e-16
    218	    39.00	 2CXO J225709.5-362814	 22 57 09.58	-36 28 14.01	3.544e-16	1.674e-16	5.317e-16	3.446e-16	1.723e-16	5.073e-16
    218	    39.09	 2CXO J225713.2-362731	 22 57 13.27	-36 27 31.38	0.000e+00	0.000e+00	1.400e-16	3.558e-16	1.823e-16	5.208e-16
    218	    39.23	 2CXO J225709.3-362813	 22 57 09.37	-36 28 13.78	6.133e-16	3.764e-16	8.503e-16	1.349e-16	1.226e-17	2.575e-16
    218	    44.38	 2CXO J225712.9-362803	 22 57 12.90	-36 28 03.47	1.574e-16	1.431e-17	3.005e-16	2.964e-16	1.310e-16	4.618e-16
    218	    45.78	 2CXO J225710.8-362650	 22 57 10.85	-36 26 50.68	1.215e-15	8.987e-16	1.531e-15	1.163e-15	8.757e-16	1.449e-15
    218	    45.81	 2CXO J225709.6-362820	 22 57 09.63	-36 28 20.96	1.071e-15	7.627e-16	1.379e-15	1.177e-15	8.827e-16	1.471e-15
    218	    46.34	 2CXO J225713.8-362745	 22 57 13.80	-36 27 45.17	         	         	         	7.632e-16	5.222e-16	1.004e-15
    218	    46.41	 2CXO J225706.9-362802	 22 57 06.94	-36 28 02.83	1.930e-16	3.357e-17	3.441e-16	1.610e-16	4.336e-17	2.787e-16
    218	    49.18	 2CXO J225709.5-362824	 22 57 09.52	-36 28 24.19	2.070e-15	1.617e-15	2.496e-15	3.050e-15	2.587e-15	3.512e-15
    218	    51.02	 2CXO J225711.5-362647	 22 57 11.50	-36 26 47.52	5.839e-16	3.545e-16	8.133e-16	5.127e-16	3.217e-16	6.937e-16
    218	    51.27	 2CXO J225713.9-362756	 22 57 13.93	-36 27 56.22	5.850e-16	3.485e-16	8.091e-16	6.621e-16	4.454e-16	8.788e-16
    218	    55.02	 2CXO J225712.6-362820	 22 57 12.68	-36 28 20.37	2.563e-16	9.095e-17	4.134e-16	5.102e-16	3.019e-16	7.080e-16
    218	    56.98	 2CXO J225712.7-362822	 22 57 12.74	-36 28 22.21	9.534e-16	6.640e-16	1.226e-15	5.286e-16	3.339e-16	7.234e-16
    218	    59.58	 2CXO J225713.2-362649	 22 57 13.20	-36 26 49.59	3.486e-16	1.698e-16	5.273e-16	5.258e-16	3.260e-16	7.150e-16
    218	    61.44	 2CXO J225706.2-362653	 22 57 06.29	-36 26 53.91	1.029e-15	7.037e-16	1.353e-15	6.254e-16	4.054e-16	8.339e-16
    218	    61.84	 2CXO J225705.1-362753	 22 57 05.13	-36 27 53.03	5.849e-16	3.433e-16	8.138e-16	1.201e-16	2.002e-17	2.203e-16
    218	    63.87	 2CXO J225706.8-362826	 22 57 06.85	-36 28 26.30	1.698e-16	3.537e-17	2.971e-16	1.432e-16	3.712e-17	2.439e-16
    218	    64.64	 2CXO J225711.2-362632	 22 57 11.28	-36 26 32.52	3.499e-16	1.670e-16	5.248e-16	1.320e-16	3.300e-17	2.310e-16
    218	    65.36	 2CXO J225715.3-362723	 22 57 15.37	-36 27 23.01	3.123e-16	1.171e-16	4.977e-16	4.295e-16	2.440e-16	6.052e-16
    218	    67.62	 2CXO J225713.3-362829	 22 57 13.39	-36 28 29.69	1.455e-15	1.092e-15	1.819e-15	2.779e-15	2.324e-15	3.234e-15
    218	    86.78	 2CXO J225711.4-362900	 22 57 11.50	-36 29 00.42	2.019e-16	5.769e-17	3.365e-16	2.991e-16	1.496e-16	4.412e-16
    218	    88.98	 2CXO J225716.5-362654	 22 57 16.60	-36 26 54.50	7.281e-16	4.519e-16	9.917e-16	8.257e-16	5.821e-16	1.056e-15
    218	    90.28	 2CXO J225708.1-362902	 22 57 08.19	-36 29 02.87	         	         	         	3.719e-16	1.995e-16	5.442e-16
    218	    92.19	 2CXO J225713.6-362856	 22 57 13.65	-36 28 56.76	0.000e+00	0.000e+00	1.159e-16	3.753e-16	2.132e-16	5.374e-16
    218	    92.34	 2CXO J225704.9-362843	 22 57 04.90	-36 28 43.80	1.844e-16	3.206e-17	3.287e-16	1.614e-16	5.978e-17	2.630e-16
    218	    93.53	 2CXO J225717.1-362658	 22 57 17.17	-36 26 58.45	2.371e-16	1.054e-16	3.688e-16	1.883e-16	7.288e-17	3.037e-16
    218	   103.09	 2CXO J225718.5-362727	 22 57 18.57	-36 27 27.65	5.030e-16	2.847e-16	7.118e-16	9.863e-17	1.286e-17	1.844e-16
    218	   107.65	 2CXO J225706.7-362555	 22 57 06.73	-36 25 55.50	1.734e-16	2.364e-17	3.152e-16	3.133e-16	1.526e-16	4.739e-16
    218	   107.76	 2CXO J225702.1-362645	 22 57 02.12	-36 26 45.78	5.262e-16	3.007e-16	7.516e-16	3.647e-16	1.989e-16	5.304e-16
    218	   109.00	 2CXO J225715.6-362609	 22 57 15.63	-36 26 09.67	9.660e-17	0.000e+00	1.875e-16	0.000e+00	0.000e+00	9.019e-17
    218	   109.38	 2CXO J225701.1-362715	 22 57 01.14	-36 27 15.03	4.625e-16	2.582e-16	6.562e-16	4.717e-16	2.769e-16	6.563e-16
    218	   109.48	 2CXO J225718.9-362756	 22 57 18.95	-36 27 56.81	1.883e-15	1.472e-15	2.269e-15	1.238e-15	9.402e-16	1.536e-15
    218	   112.08	 2CXO J225719.1-362759	 22 57 19.13	-36 27 59.26	3.281e-16	1.514e-16	4.963e-16	2.157e-16	9.348e-17	3.380e-16
    218	   112.41	 2CXO J225719.0-362707	 22 57 19.07	-36 27 07.30	7.432e-16	4.955e-16	9.910e-16	9.197e-16	6.634e-16	1.176e-15
    218	   115.10	 2CXO J225707.6-362543	 22 57 07.67	-36 25 43.97	         	         	         	2.232e-16	9.848e-17	3.479e-16
    219	   109.03	 2CXO J052259.7-362917	 05 22 59.78	-36 29 17.49	2.195e-15	1.361e-15	2.985e-15	2.399e-14	1.628e-14	3.169e-14
    221	     5.13	 2CXO J033312.2-361946	 03 33 12.21	-36 19 46.11	3.816e-13	3.676e-13	3.955e-13	6.600e-13	6.381e-13	6.820e-13
    221	    76.76	 2CXO J033315.8-361843	 03 33 15.82	-36 18 43.99	3.889e-15	2.411e-15	5.366e-15	1.671e-14	1.260e-14	2.082e-14
    221	   107.51	 2CXO J033316.0-361808	 03 33 16.02	-36 18 08.85	6.857e-15	4.881e-15	8.716e-15	7.983e-15	5.272e-15	1.054e-14
    226	    18.05	 2CXO J033335.3-360858	 03 33 35.34	-36 08 58.63	3.082e-16	6.163e-17	5.424e-16	2.113e-16	2.756e-17	3.950e-16
    226	    22.80	 2CXO J033332.3-360902	 03 33 32.34	-36 09 02.68	3.621e-15	3.009e-15	4.193e-15	1.485e-15	1.144e-15	1.806e-15
    226	    27.29	 2CXO J033334.8-360916	 03 33 34.87	-36 09 16.43	         	         	         	3.862e-16	1.609e-16	6.114e-16
    226	    28.47	 2CXO J033334.0-360919	 03 33 34.04	-36 09 19.85	1.066e-15	3.664e-16	1.732e-15	0.000e+00	0.000e+00	3.908e-16
    226	    35.42	 2CXO J033336.3-360830	 03 33 36.32	-36 08 30.30	2.171e-15	1.513e-15	2.796e-15	2.246e-15	1.404e-15	3.088e-15
    226	    38.23	 2CXO J033331.1-360833	 03 33 31.18	-36 08 33.63	5.988e-16	3.080e-16	8.726e-16	5.469e-16	3.038e-16	7.778e-16
    226	    38.69	 2CXO J033331.5-360916	 03 33 31.52	-36 09 16.22	5.923e-16	2.081e-16	9.605e-16	4.795e-16	1.984e-16	7.606e-16
    226	    38.87	 2CXO J033336.3-360825	 03 33 36.36	-36 08 25.46	4.553e-14	4.134e-14	4.972e-14	4.331e-14	3.933e-14	4.730e-14
    226	    39.58	 2CXO J033336.0-360820	 03 33 36.01	-36 08 20.43	4.050e-15	3.258e-15	4.841e-15	5.824e-15	4.915e-15	6.733e-15
    226	    41.89	2CXO J033336.7-360826X	 03 33 36.74	-36 08 26.36	         	         	         	         	         	         
    226	    44.02	 2CXO J033336.3-360818	 03 33 36.38	-36 08 18.43	1.105e-15	6.529e-16	1.532e-15	0.000e+00	0.000e+00	1.947e-16
    226	    44.18	 2CXO J033334.0-360807	 03 33 34.01	-36 08 07.22	7.363e-16	4.150e-16	1.044e-15	5.692e-16	3.222e-16	8.163e-16
    226	    44.71	 2CXO J033334.1-360806	 03 33 34.15	-36 08 06.74	         	         	         	1.417e-16	0.000e+00	2.762e-16
    226	    44.80	 2CXO J033333.3-360807	 03 33 33.35	-36 08 07.23	1.341e-16	3.833e-17	2.261e-16	8.402e-17	3.361e-18	1.647e-16
    226	    45.82	 2CXO J033334.6-360936	 03 33 34.61	-36 09 36.55	8.948e-14	8.368e-14	9.528e-14	6.754e-14	6.278e-14	7.201e-14
    226	    48.56	 2CXO J033330.5-360825	 03 33 30.58	-36 08 25.43	0.000e+00	0.000e+00	5.580e-16	0.000e+00	0.000e+00	4.865e-16
    226	    51.57	 2CXO J033331.5-360808	 03 33 31.59	-36 08 08.69	5.158e-15	4.521e-15	5.745e-15	4.739e-15	4.198e-15	5.279e-15
    226	    53.08	 2CXO J033330.3-360821	 03 33 30.35	-36 08 21.43	1.645e-15	1.076e-15	2.183e-15	1.653e-15	1.112e-15	2.164e-15
    226	    56.01	 2CXO J033331.0-360807	 03 33 31.08	-36 08 07.68	1.364e-15	1.028e-15	1.683e-15	4.016e-16	2.373e-16	5.568e-16
    226	    56.94	 2CXO J033329.6-360829	 03 33 29.62	-36 08 29.87	0.000e+00	0.000e+00	7.850e-17	0.000e+00	0.000e+00	4.066e-17
    226	    63.74	 2CXO J033328.7-360839	 03 33 28.80	-36 08 39.70	         	         	         	2.760e-16	3.450e-17	5.176e-16
    226	    64.54	 2CXO J033328.7-360836	 03 33 28.80	-36 08 36.04	1.989e-16	5.774e-17	3.336e-16	         	         	         
    226	    65.63	 2CXO J033338.0-360935	 03 33 38.02	-36 09 35.04	1.260e-14	1.044e-14	1.465e-14	1.064e-14	8.853e-15	1.231e-14
    226	    66.29	 2CXO J033328.8-360827	 03 33 28.85	-36 08 27.98	7.559e-16	4.181e-16	1.078e-15	6.005e-16	3.322e-16	8.689e-16
    226	    72.78	 2CXO J033338.8-360808	 03 33 38.84	-36 08 08.83	         	         	         	9.874e-17	0.000e+00	1.928e-16
    226	    73.13	 2CXO J033336.4-360958	 03 33 36.46	-36 09 58.04	9.895e-16	3.711e-16	1.608e-15	9.970e-16	4.399e-16	1.554e-15
    226	    73.77	 2CXO J033328.3-360918	 03 33 28.32	-36 09 18.95	7.927e-16	1.902e-16	1.363e-15	0.000e+00	0.000e+00	4.045e-16
    226	    76.34	 2CXO J033339.5-360815	 03 33 39.55	-36 08 15.90	         	         	         	1.200e-16	1.920e-17	2.159e-16
    226	    76.51	 2CXO J033329.6-360756	 03 33 29.61	-36 07 56.08	7.769e-16	2.670e-16	1.262e-15	8.884e-16	3.769e-16	1.400e-15
    226	    76.82	 2CXO J033338.7-360801	 03 33 38.76	-36 08 01.09	         	         	         	2.175e-16	2.837e-17	3.972e-16
    226	    79.43	 2CXO J033339.7-360813	 03 33 39.75	-36 08 13.89	1.184e-16	0.000e+00	2.523e-16	8.400e-17	0.000e+00	1.779e-16
    226	    80.57	 2CXO J033337.7-360744	 03 33 37.72	-36 07 44.83	         	         	         	0.000e+00	0.000e+00	5.177e-16
    226	    93.34	 2CXO J033326.2-360849	 03 33 26.27	-36 08 49.40	3.148e-15	2.037e-15	4.197e-15	2.214e-15	1.373e-15	3.055e-15
    226	    94.78	 2CXO J033339.2-361001	 03 33 39.22	-36 10 01.69	2.003e-15	1.085e-15	2.880e-15	2.233e-15	1.386e-15	3.042e-15
    226	    96.60	 2CXO J033326.6-360813	 03 33 26.63	-36 08 13.84	2.340e-15	1.369e-15	3.253e-15	6.627e-16	2.278e-16	1.077e-15
    226	    96.76	 2CXO J033341.4-360818	 03 33 41.49	-36 08 18.86	3.340e-16	8.620e-17	5.818e-16	4.723e-16	1.945e-16	7.502e-16
    226	    97.07	 2CXO J033337.2-360723	 03 33 37.30	-36 07 23.08	2.450e-15	2.056e-15	2.844e-15	2.135e-15	1.806e-15	2.464e-15
    226	    97.17	 2CXO J033326.0-360838	 03 33 26.02	-36 08 38.15	2.864e-15	1.812e-15	3.857e-15	2.636e-15	1.773e-15	3.498e-15
    226	    97.56	 2CXO J033332.5-360715	 03 33 32.57	-36 07 15.33	1.409e-15	5.872e-16	2.231e-15	4.760e-16	1.035e-16	8.485e-16
